Prerequisite,course_EFTSL,course_EFTSL_url,course_campus,course_career,course_code,course_credit,course_description,course_faculty,course_faculty_url,course_fee,course_fee_url,course_further_info,course_further_info_url,course_hours,course_outline,course_outline_url,course_school,course_school_url,course_title,course_url
"Prerequisite: 48 UOC overall, including 6 UOC at level 1 and 6 UOC at level 2 in one of the following streams, History",(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,ARTS3283,6,,Faculty of Arts and Social Sciences,/faculties/2018/artsc/artsc.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ARTS3283.html,3,School of Humanities & Languages,http://hal.arts.unsw.edu.au/,School of Humanities and Languages,https://hal.arts.unsw.edu.au/,Roman Emperors: From Augustus to Nero ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/ARTS3283.html
Prerequisite: ARTS3481 or language placement approval,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,ARTS3482,6,,Faculty of Arts and Social Sciences,/faculties/2018/artsc/artsc.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ARTS3482.html,3,School of Humanities & Languages,http://hal.arts.unsw.edu.au/,School of Humanities and Languages,https://hal.arts.unsw.edu.au/,Professional French A ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/ARTS3482.html
Prerequisite: ARTS3661 or ARTS3662 or ARTS3663 or ARTS3665 or language placement approval,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,ARTS3664,6,,Faculty of Arts and Social Sciences,/faculties/2018/artsc/artsc.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ARTS3664.html,3,School of Humanities & Languages,http://hal.arts.unsw.edu.au/,School of Humanities and Languages,https://hal.arts.unsw.edu.au/,Korean Translation ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/ARTS3664.html
Prerequisite: ARTS3482 or language placement approval,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,ARTS3483,6,,Faculty of Arts and Social Sciences,/faculties/2018/artsc/artsc.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ARTS3483.html,3,School of Humanities & Languages,http://hal.arts.unsw.edu.au/,School of Humanities and Languages,https://hal.arts.unsw.edu.au/,Professional French B ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/ARTS3483.html
Prerequisite: ARTS3660 or language placement approval,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,ARTS3661,6,,Faculty of Arts and Social Sciences,/faculties/2018/artsc/artsc.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ARTS3661.html,4,School of Humanities & Languages,http://hal.arts.unsw.edu.au/,School of Humanities and Languages,https://hal.arts.unsw.edu.au/,Advanced Korean B ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/ARTS3661.html
Prerequisite: ARTS2661 or language placement approval,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,ARTS3660,6,,Faculty of Arts and Social Sciences,/faculties/2018/artsc/artsc.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ARTS3660.html,4,School of Humanities & Languages,http://hal.arts.unsw.edu.au/,School of Humanities and Languages,https://hal.arts.unsw.edu.au/,Advanced Korean A ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/ARTS3660.html
"Prerequisite: 96 uoc, enrolment in a Politics major or extended minor, or Politics & IR major, and in the final semester of a single Arts & Social Sciences program or in the final semester of the Arts & Social Sciences component of a dual degree program",(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,ARTS3841,6,,Faculty of Arts and Social Sciences,/faculties/2018/artsc/artsc.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ARTS3841.html,3,School of Social Sciences,http://socialsciences.arts.unsw.edu.au/,School of Social Sciences,http://socialsciences.arts.unsw.edu.au/,Politics: Theory and Practice ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/ARTS3841.html
"Prerequisite: 48 UOC overall, including 6 UOC at level 1 and 6 UOC at level 2 in one of the following streams, Australian Studies, International Relations, Politics, or Politics and International Relations",(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,ARTS3845,6,,Faculty of Arts and Social Sciences,/faculties/2018/artsc/artsc.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ARTS3845.html,3,School of Social Sciences,http://socialsciences.arts.unsw.edu.au/,School of Social Sciences,http://socialsciences.arts.unsw.edu.au/,Australian Politics: Advanced Debates ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/ARTS3845.html
"Prerequisite: 48 UOC overall, including 6 UOC at level 1 and 6 UOC at level 2 in one of the following streams, International Relations, Politics, or Politics and International Relations",(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,ARTS3819,6,,Faculty of Arts and Social Sciences,/faculties/2018/artsc/artsc.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ARTS3819.html,3,School of Social Sciences,http://socialsciences.arts.unsw.edu.au/,School of Social Sciences,http://socialsciences.arts.unsw.edu.au/,Emerging Challenges in International Security ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/ARTS3819.html
Prerequisite: Enrolment in the English honours program,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,ARTS4607,24,A 24 UOC thesis/practical project in English to be completed as part of the 30 UOC of thesis/practical project component  in the Honours Program. Students are also required to complete 18 UOC of coursework.,Faculty of Arts and Social Sciences,/faculties/2018/artsc/artsc.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ARTS4607.html,3,School of the Arts and Media,https://sam.arts.unsw.edu.au/,School of the Arts and Media,http://sam.arts.unsw.edu.au/,English Honours ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/ARTS4607.html
Prerequisite: Enrolment in the English honours program,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,ARTS4606,18,An 18 UOC thesis/practical project in English to be completed as part of the 30 UOC of thesis/practical project component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Faculty of Arts and Social Sciences,/faculties/2018/artsc/artsc.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ARTS4606.html,3,School of the Arts and Media,https://sam.arts.unsw.edu.au/,School of the Arts and Media,http://sam.arts.unsw.edu.au/,English Honours ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/ARTS4606.html
Prerequisite: Enrolment in the English honours program,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,ARTS4605,12,A 12 UOC thesis/practical project in English to be completed as part of the 30 UOC of thesis/practical project component  in the Honours Program. Students are also required to complete 18 UOC of coursework.,Faculty of Arts and Social Sciences,/faculties/2018/artsc/artsc.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ARTS4605.html,3,School of the Arts and Media,https://sam.arts.unsw.edu.au/,School of the Arts and Media,http://sam.arts.unsw.edu.au/,English Honours ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/ARTS4605.html
Prerequisite: Enrolment in the History honours program,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,ARTS4704,6,A 6 UOC thesis in History to be completed as part of the 30 UOC of thesis component  in the Honours Program. Students are also required to complete 18 UOC of coursework.,Faculty of Arts and Social Sciences,/faculties/2018/artsc/artsc.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ARTS4704.html,3,School of Humanities & Languages,http://hal.arts.unsw.edu.au/,School of Humanities and Languages,https://hal.arts.unsw.edu.au/,History Honours ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/ARTS4704.html
Prerequisite: Enrolment in Environmental Studies honours program,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,ARTS4703,24,A 24 UOC thesis in Environmental Humanities to be completed as part of the 30 UOC of thesis component  in the Honours Program. Students are also required to complete 18 UOC of coursework.,Faculty of Arts and Social Sciences,/faculties/2018/artsc/artsc.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ARTS4703.html,3,School of Humanities & Languages,http://hal.arts.unsw.edu.au/,School of Humanities and Languages,https://hal.arts.unsw.edu.au/,Environmental Humanities Honours ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/ARTS4703.html
Prerequisite: Enrolment in Environmental Studies honours program,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,ARTS4702,18,An 18 UOC thesis in Environmental Humanities to be completed as part of the 30 UOC of thesis component  in the Honours Program. Students are also required to complete 18 UOC of coursework.,Faculty of Arts and Social Sciences,/faculties/2018/artsc/artsc.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ARTS4702.html,3,School of Humanities & Languages,http://hal.arts.unsw.edu.au/,School of Humanities and Languages,https://hal.arts.unsw.edu.au/,Environmental Humanities Honours ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/ARTS4702.html
Prerequisite: Enrolment in the Spanish and Latin American Studies honours program,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,ARTS4824,18,An 18 UOC thesis in Spanish and Latin American Studies to be completed as part of the 30 UOC of thesis component  in the Honours Program. Students are also required to complete 18 UOC of coursework.,Faculty of Arts and Social Sciences,/faculties/2018/artsc/artsc.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ARTS4824.html,3,School of Humanities & Languages,http://hal.arts.unsw.edu.au/,School of Humanities and Languages,https://hal.arts.unsw.edu.au/,Spanish & Latin American Studies Honours ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/ARTS4824.html
Prerequisite: Enrolment in Environmental Studies honours program,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,ARTS4701,12,A 12 UOC thesis in Environmental Humanities to be completed as part of the 30 UOC of thesis component  in the Honours Program. Students are also required to complete 18 UOC of coursework.,Faculty of Arts and Social Sciences,/faculties/2018/artsc/artsc.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ARTS4701.html,3,School of Humanities & Languages,http://hal.arts.unsw.edu.au/,School of Humanities and Languages,https://hal.arts.unsw.edu.au/,Environmental Humanities Honours ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/ARTS4701.html
